"","CATCHMENT","NETWORK","SEASON","MMWR.YEAR","MMWR.WEEK","ageCategory","CUMULATIVE.RATE","WEEKLY.RATE","ageOrder"
"2227","California","EIP","2013-14",2014,3,"18-49 yr",10,2.2,3
"2228","California","EIP","2013-14",2014,4,"18-49 yr",11.6,1.6,3
"2229","California","EIP","2013-14",2014,5,"18-49 yr",12.7,1.1,3
"2230","California","EIP","2013-14",2014,6,"18-49 yr",13.4,0.7,3
"2231","California","EIP","2013-14",2014,7,"18-49 yr",13.6,0.2,3
"2232","California","EIP","2013-14",2014,8,"18-49 yr",13.6,0,3
"2233","California","EIP","2013-14",2014,9,"18-49 yr",13.8,0.2,3
"2234","California","EIP","2013-14",2014,10,"18-49 yr",13.8,0,3
"2235","California","EIP","2013-14",2014,11,"18-49 yr",13.8,0,3
"2236","California","EIP","2013-14",2014,12,"18-49 yr",13.8,0.1,3
"2237","California","EIP","2013-14",2014,13,"18-49 yr",13.8,0,3
"2238","California","EIP","2013-14",2014,14,"18-49 yr",13.8,0,3
"2239","California","EIP","2013-14",2014,15,"18-49 yr",13.8,0,3
"2240","California","EIP","2013-14",2014,16,"18-49 yr",13.8,0,3
"2241","California","EIP","2013-14",2014,17,"18-49 yr",13.8,0,3
"2242","California","EIP","2013-14",2013,40,"50-64 yr",0,0,4
"2243","California","EIP","2013-14",2013,41,"50-64 yr",0.1,0.1,4
"2244","California","EIP","2013-14",2013,42,"50-64 yr",0.1,0,4
"2245","California","EIP","2013-14",2013,43,"50-64 yr",0.3,0.1,4
"2246","California","EIP","2013-14",2013,44,"50-64 yr",0.3,0,4
"2247","California","EIP","2013-14",2013,45,"50-64 yr",0.3,0,4
"2248","California","EIP","2013-14",2013,46,"50-64 yr",0.4,0.1,4
"2249","California","EIP","2013-14",2013,47,"50-64 yr",0.6,0.1,4
"2250","California","EIP","2013-14",2013,48,"50-64 yr",0.9,0.3,4
"2251","California","EIP","2013-14",2013,49,"50-64 yr",1.5,0.6,4
"2252","California","EIP","2013-14",2013,50,"50-64 yr",2,0.6,4
"2253","California","EIP","2013-14",2013,51,"50-64 yr",3.5,1.5,4
"2254","California","EIP","2013-14",2013,52,"50-64 yr",7.3,3.8,4
"2255","California","EIP","2013-14",2014,1,"50-64 yr",13.3,6,4
"2256","California","EIP","2013-14",2014,2,"50-64 yr",20.5,7.2,4
"2257","California","EIP","2013-14",2014,3,"50-64 yr",25.6,5.1,4
"2258","California","EIP","2013-14",2014,4,"50-64 yr",29.7,4.1,4
"2259","California","EIP","2013-14",2014,5,"50-64 yr",32.7,3.1,4
"2260","California","EIP","2013-14",2014,6,"50-64 yr",35.4,2.6,4
"2261","California","EIP","2013-14",2014,7,"50-64 yr",36.4,1,4
"2262","California","EIP","2013-14",2014,8,"50-64 yr",36.7,0.3,4
"2263","California","EIP","2013-14",2014,9,"50-64 yr",36.7,0,4
"2264","California","EIP","2013-14",2014,10,"50-64 yr",36.7,0,4
"2265","California","EIP","2013-14",2014,11,"50-64 yr",36.7,0,4
"2266","California","EIP","2013-14",2014,12,"50-64 yr",36.8,0.1,4
"2267","California","EIP","2013-14",2014,13,"50-64 yr",36.8,0,4
"2268","California","EIP","2013-14",2014,14,"50-64 yr",36.8,0,4
"2269","California","EIP","2013-14",2014,15,"50-64 yr",36.8,0,4
"2270","California","EIP","2013-14",2014,16,"50-64 yr",37,0.1,4
"2271","California","EIP","2013-14",2014,17,"50-64 yr",37.1,0.1,4
"2272","California","EIP","2013-14",2013,40,"Overall",0.1,0.1,8
"2273","California","EIP","2013-14",2013,41,"Overall",0.1,0,8
"2274","California","EIP","2013-14",2013,42,"Overall",0.2,0.1,8
"2275","California","EIP","2013-14",2013,43,"Overall",0.3,0.1,8
"2276","California","EIP","2013-14",2013,44,"Overall",0.3,0,8
"2277","California","EIP","2013-14",2013,45,"Overall",0.4,0.1,8
"2278","California","EIP","2013-14",2013,46,"Overall",0.5,0.1,8
"2279","California","EIP","2013-14",2013,47,"Overall",0.5,0.1,8
"2280","California","EIP","2013-14",2013,48,"Overall",0.7,0.2,8
"2281","California","EIP","2013-14",2013,49,"Overall",1.1,0.3,8
"2282","California","EIP","2013-14",2013,50,"Overall",1.5,0.5,8
"2283","California","EIP","2013-14",2013,51,"Overall",2.5,1,8
"2284","California","EIP","2013-14",2013,52,"Overall",4.9,2.4,8
"2285","California","EIP","2013-14",2014,1,"Overall",8.6,3.7,8
"2286","California","EIP","2013-14",2014,2,"Overall",13.2,4.6,8
"2287","California","EIP","2013-14",2014,3,"Overall",16.9,3.7,8
"2288","California","EIP","2013-14",2014,4,"Overall",19.9,2.9,8
"2289","California","EIP","2013-14",2014,5,"Overall",21.9,2.1,8
"2290","California","EIP","2013-14",2014,6,"Overall",23.6,1.7,8
"2291","California","EIP","2013-14",2014,7,"Overall",24.2,0.5,8
"2292","California","EIP","2013-14",2014,8,"Overall",24.6,0.4,8
"2293","California","EIP","2013-14",2014,9,"Overall",24.8,0.3,8
"2294","California","EIP","2013-14",2014,10,"Overall",25.1,0.2,8
"2295","California","EIP","2013-14",2014,11,"Overall",25.2,0.1,8
"2296","California","EIP","2013-14",2014,12,"Overall",25.4,0.2,8
"2297","California","EIP","2013-14",2014,13,"Overall",25.4,0.1,8
"2298","California","EIP","2013-14",2014,14,"Overall",25.6,0.1,8
"2299","California","EIP","2013-14",2014,15,"Overall",25.6,0,8
"2300","California","EIP","2013-14",2014,16,"Overall",25.6,0.1,8
"2301","California","EIP","2013-14",2014,17,"Overall",25.8,0.2,8
"2302","California","EIP","2013-14",2013,40,"65-74 yr",0,0,5
"2303","California","EIP","2013-14",2013,41,"65-74 yr",0,0,5
"2304","California","EIP","2013-14",2013,42,"65-74 yr",0,0,5
"2305","California","EIP","2013-14",2013,43,"65-74 yr",0,0,5
"2306","California","EIP","2013-14",2013,44,"65-74 yr",0,0,5
"2307","California","EIP","2013-14",2013,45,"65-74 yr",0,0,5
"2308","California","EIP","2013-14",2013,46,"65-74 yr",0,0,5
"2309","California","EIP","2013-14",2013,47,"65-74 yr",0.4,0.4,5
"2310","California","EIP","2013-14",2013,48,"65-74 yr",0.4,0,5
"2311","California","EIP","2013-14",2013,49,"65-74 yr",0.4,0,5
"2312","California","EIP","2013-14",2013,50,"65-74 yr",0.8,0.4,5
"2313","California","EIP","2013-14",2013,51,"65-74 yr",2.3,1.6,5
"2314","California","EIP","2013-14",2013,52,"65-74 yr",7,4.7,5
"2315","California","EIP","2013-14",2014,1,"65-74 yr",14.3,7.4,5
"2316","California","EIP","2013-14",2014,2,"65-74 yr",24.4,10.1,5
"2317","California","EIP","2013-14",2014,3,"65-74 yr",32.9,8.5,5
"2318","California","EIP","2013-14",2014,4,"65-74 yr",38.8,5.8,5
"2319","California","EIP","2013-14",2014,5,"65-74 yr",41.5,2.7,5
"2320","California","EIP","2013-14",2014,6,"65-74 yr",44.6,3.1,5
"2321","California","EIP","2013-14",2014,7,"65-74 yr",45,0.4,5
"2322","California","EIP","2013-14",2014,8,"65-74 yr",45.3,0.4,5
"2323","California","EIP","2013-14",2014,9,"65-74 yr",45.7,0.4,5
"2324","California","EIP","2013-14",2014,10,"65-74 yr",46.5,0.8,5
"2325","California","EIP","2013-14",2014,11,"65-74 yr",47.7,1.2,5
"2326","California","EIP","2013-14",2014,12,"65-74 yr",48.1,0.4,5
"2327","California","EIP","2013-14",2014,13,"65-74 yr",48.1,0,5
"2328","California","EIP","2013-14",2014,14,"65-74 yr",48.4,0.4,5
"2329","California","EIP","2013-14",2014,15,"65-74 yr",48.4,0,5
"2330","California","EIP","2013-14",2014,16,"65-74 yr",48.4,0,5
"2331","California","EIP","2013-14",2014,17,"65-74 yr",49.2,0.8,5
"2332","California","EIP","2013-14",2013,40,"75-84 yr",0,0,6
"2333","California","EIP","2013-14",2013,41,"75-84 yr",0,0,6
"2334","California","EIP","2013-14",2013,42,"75-84 yr",0.7,0.7,6
"2335","California","EIP","2013-14",2013,43,"75-84 yr",1.5,0.7,6
"2336","California","EIP","2013-14",2013,44,"75-84 yr",1.5,0,6
"2337","California","EIP","2013-14",2013,45,"75-84 yr",2.9,1.5,6
"2338","California","EIP","2013-14",2013,46,"75-84 yr",2.9,0,6
"2339","California","EIP","2013-14",2013,47,"75-84 yr",2.9,0,6
"2340","California","EIP","2013-14",2013,48,"75-84 yr",4.4,1.5,6
"2341","California","EIP","2013-14",2013,49,"75-84 yr",5.2,0.7,6
"2342","California","EIP","2013-14",2013,50,"75-84 yr",5.9,0.7,6
"2343","California","EIP","2013-14",2013,51,"75-84 yr",8.8,2.9,6
"2344","California","EIP","2013-14",2013,52,"75-84 yr",16.2,7.4,6
"2345","California","EIP","2013-14",2014,1,"75-84 yr",25.8,9.6,6
"2346","California","EIP","2013-14",2014,2,"75-84 yr",41.2,15.5,6
"2347","California","EIP","2013-14",2014,3,"75-84 yr",53.7,12.5,6
"2348","California","EIP","2013-14",2014,4,"75-84 yr",61.1,7.4,6
"2349","California","EIP","2013-14",2014,5,"75-84 yr",68.5,7.4,6
"2350","California","EIP","2013-14",2014,6,"75-84 yr",75.8,7.4,6
"2351","California","EIP","2013-14",2014,7,"75-84 yr",78.8,2.9,6
"2352","California","EIP","2013-14",2014,8,"75-84 yr",82.5,3.7,6
"2353","California","EIP","2013-14",2014,9,"75-84 yr",84.7,2.2,6
"2354","California","EIP","2013-14",2014,10,"75-84 yr",84.7,0,6
"2355","California","EIP","2013-14",2014,11,"75-84 yr",85.4,0.7,6
"2356","California","EIP","2013-14",2014,12,"75-84 yr",86.9,1.5,6
"2357","California","EIP","2013-14",2014,13,"75-84 yr",86.9,0,6
"2358","California","EIP","2013-14",2014,14,"75-84 yr",88.3,1.5,6
"2359","California","EIP","2013-14",2014,15,"75-84 yr",88.3,0,6
"2360","California","EIP","2013-14",2014,16,"75-84 yr",88.3,0,6
"2361","California","EIP","2013-14",2014,17,"75-84 yr",88.3,0,6
"2362","California","EIP","2013-14",2013,40,"85+",0,0,7
"2363","California","EIP","2013-14",2013,41,"85+",0,0,7
"2364","California","EIP","2013-14",2013,42,"85+",1.5,1.5,7
"2365","California","EIP","2013-14",2013,43,"85+",2.9,1.5,7
"2366","California","EIP","2013-14",2013,44,"85+",2.9,0,7
"2367","California","EIP","2013-14",2013,45,"85+",2.9,0,7
"2368","California","EIP","2013-14",2013,46,"85+",2.9,0,7
"2369","California","EIP","2013-14",2013,47,"85+",2.9,0,7
"2370","California","EIP","2013-14",2013,48,"85+",2.9,0,7
"2371","California","EIP","2013-14",2013,49,"85+",4.4,1.5,7
"2372","California","EIP","2013-14",2013,50,"85+",7.4,2.9,7
"2373","California","EIP","2013-14",2013,51,"85+",14.7,7.4,7
"2374","California","EIP","2013-14",2013,52,"85+",29.4,14.7,7
"2375","California","EIP","2013-14",2014,1,"85+",39.7,10.3,7
"2376","California","EIP","2013-14",2014,2,"85+",48.5,8.8,7
"2377","California","EIP","2013-14",2014,3,"85+",58.8,10.3,7
"2378","California","EIP","2013-14",2014,4,"85+",70.6,11.8,7
"2379","California","EIP","2013-14",2014,5,"85+",82.3,11.8,7
"2380","California","EIP","2013-14",2014,6,"85+",86.7,4.4,7
"2381","California","EIP","2013-14",2014,7,"85+",91.2,4.4,7
"2382","California","EIP","2013-14",2014,8,"85+",97,5.9,7
"2383","California","EIP","2013-14",2014,9,"85+",97,0,7
"2384","California","EIP","2013-14",2014,10,"85+",98.5,1.5,7
"2385","California","EIP","2013-14",2014,11,"85+",98.5,0,7
"2386","California","EIP","2013-14",2014,12,"85+",98.5,0,7
"2387","California","EIP","2013-14",2014,13,"85+",98.5,0,7
"2388","California","EIP","2013-14",2014,14,"85+",98.5,0,7
"2389","California","EIP","2013-14",2014,15,"85+",98.5,0,7
"2390","California","EIP","2013-14",2014,16,"85+",98.5,0,7
"2391","California","EIP","2013-14",2014,17,"85+",98.5,0,7
"2392","California","EIP","2014-15",2014,40,"0-4 yr",0.5,0.5,1
"2393","California","EIP","2014-15",2014,41,"0-4 yr",0.5,0,1
"2394","California","EIP","2014-15",2014,42,"0-4 yr",1,0.5,1
"2395","California","EIP","2014-15",2014,43,"0-4 yr",1.5,0.5,1
"2396","California","EIP","2014-15",2014,44,"0-4 yr",1.5,0,1
"2397","California","EIP","2014-15",2014,45,"0-4 yr",2,0.5,1
"2398","California","EIP","2014-15",2014,46,"0-4 yr",2,0,1
"2399","California","EIP","2014-15",2014,47,"0-4 yr",2,0,1
"2400","California","EIP","2014-15",2014,48,"0-4 yr",2,0,1
"2401","California","EIP","2014-15",2014,49,"0-4 yr",3,1,1
"2402","California","EIP","2014-15",2014,50,"0-4 yr",3.5,0.5,1
"2403","California","EIP","2014-15",2014,51,"0-4 yr",4.9,1.5,1
"2404","California","EIP","2014-15",2014,52,"0-4 yr",5.4,0.5,1
"2405","California","EIP","2014-15",2014,53,"0-4 yr",7.4,2,1
"2406","California","EIP","2014-15",2015,1,"0-4 yr",11.9,4.5,1
"2407","California","EIP","2014-15",2015,2,"0-4 yr",15.3,3.5,1
"2408","California","EIP","2014-15",2015,3,"0-4 yr",20.3,4.9,1
"2409","California","EIP","2014-15",2015,4,"0-4 yr",27.2,6.9,1
"2410","California","EIP","2014-15",2015,5,"0-4 yr",29.7,2.5,1
"2411","California","EIP","2014-15",2015,6,"0-4 yr",35.6,5.9,1
"2412","California","EIP","2014-15",2015,7,"0-4 yr",39.1,3.5,1
"2413","California","EIP","2014-15",2015,8,"0-4 yr",41.1,2,1
"2414","California","EIP","2014-15",2015,9,"0-4 yr",41.6,0.5,1
"2415","California","EIP","2014-15",2015,10,"0-4 yr",43.6,2,1
"2416","California","EIP","2014-15",2015,11,"0-4 yr",43.6,0,1
"2417","California","EIP","2014-15",2015,12,"0-4 yr",44,0.5,1
"2418","California","EIP","2014-15",2015,13,"0-4 yr",45.5,1.5,1
"2419","California","EIP","2014-15",2015,14,"0-4 yr",46,0.5,1
"2420","California","EIP","2014-15",2015,15,"0-4 yr",47.5,1.5,1
"2421","California","EIP","2014-15",2015,16,"0-4 yr",47.5,0,1
"2422","California","EIP","2014-15",2015,17,"0-4 yr",47.5,0,1
"2423","California","EIP","2014-15",2014,40,"5-17 yr",0,0,2
"2424","California","EIP","2014-15",2014,41,"5-17 yr",0,0,2
"2425","California","EIP","2014-15",2014,42,"5-17 yr",0,0,2
"2426","California","EIP","2014-15",2014,43,"5-17 yr",0,0,2
"2427","California","EIP","2014-15",2014,44,"5-17 yr",0,0,2
"2428","California","EIP","2014-15",2014,45,"5-17 yr",0,0,2
"2429","California","EIP","2014-15",2014,46,"5-17 yr",0,0,2
"2430","California","EIP","2014-15",2014,47,"5-17 yr",0,0,2
"2431","California","EIP","2014-15",2014,48,"5-17 yr",0.2,0.2,2
"2432","California","EIP","2014-15",2014,49,"5-17 yr",0.2,0,2
"2433","California","EIP","2014-15",2014,50,"5-17 yr",0.2,0,2
"2434","California","EIP","2014-15",2014,51,"5-17 yr",0.2,0,2
"2435","California","EIP","2014-15",2014,52,"5-17 yr",1,0.8,2
"2436","California","EIP","2014-15",2014,53,"5-17 yr",1.5,0.6,2
"2437","California","EIP","2014-15",2015,1,"5-17 yr",3.3,1.7,2
"2438","California","EIP","2014-15",2015,2,"5-17 yr",4.8,1.5,2
"2439","California","EIP","2014-15",2015,3,"5-17 yr",6,1.2,2
"2440","California","EIP","2014-15",2015,4,"5-17 yr",7.3,1.4,2
"2441","California","EIP","2014-15",2015,5,"5-17 yr",8.9,1.5,2
"2442","California","EIP","2014-15",2015,6,"5-17 yr",9.5,0.6,2
"2443","California","EIP","2014-15",2015,7,"5-17 yr",9.8,0.4,2
"2444","California","EIP","2014-15",2015,8,"5-17 yr",10.6,0.8,2
"2445","California","EIP","2014-15",2015,9,"5-17 yr",10.8,0.2,2
"2446","California","EIP","2014-15",2015,10,"5-17 yr",11,0.2,2
"2447","California","EIP","2014-15",2015,11,"5-17 yr",11,0,2
"2448","California","EIP","2014-15",2015,12,"5-17 yr",11.2,0.2,2
"2449","California","EIP","2014-15",2015,13,"5-17 yr",11.2,0,2
"2450","California","EIP","2014-15",2015,14,"5-17 yr",11.2,0,2
"2451","California","EIP","2014-15",2015,15,"5-17 yr",11.2,0,2
"2452","California","EIP","2014-15",2015,16,"5-17 yr",11.2,0,2
"2453","California","EIP","2014-15",2015,17,"5-17 yr",11.6,0.4,2
"2454","California","EIP","2014-15",2014,40,"18-49 yr",0,0,3
"2455","California","EIP","2014-15",2014,41,"18-49 yr",0,0,3
"2456","California","EIP","2014-15",2014,42,"18-49 yr",0,0,3
"2457","California","EIP","2014-15",2014,43,"18-49 yr",0,0,3
"2458","California","EIP","2014-15",2014,44,"18-49 yr",0,0,3
"2459","California","EIP","2014-15",2014,45,"18-49 yr",0,0,3
"2460","California","EIP","2014-15",2014,46,"18-49 yr",0,0,3
"2461","California","EIP","2014-15",2014,47,"18-49 yr",0,0,3
"2462","California","EIP","2014-15",2014,48,"18-49 yr",0.1,0.1,3
"2463","California","EIP","2014-15",2014,49,"18-49 yr",0.1,0.1,3
"2464","California","EIP","2014-15",2014,50,"18-49 yr",0.2,0.1,3
"2465","California","EIP","2014-15",2014,51,"18-49 yr",0.2,0.1,3
"2466","California","EIP","2014-15",2014,52,"18-49 yr",0.6,0.4,3
"2467","California","EIP","2014-15",2014,53,"18-49 yr",1.2,0.6,3
"2468","California","EIP","2014-15",2015,1,"18-49 yr",2.2,1,3
"2469","California","EIP","2014-15",2015,2,"18-49 yr",3.3,1.1,3
"2470","California","EIP","2014-15",2015,3,"18-49 yr",4.2,0.8,3
"2471","California","EIP","2014-15",2015,4,"18-49 yr",5.5,1.4,3
"2472","California","EIP","2014-15",2015,5,"18-49 yr",6.8,1.3,3
"2473","California","EIP","2014-15",2015,6,"18-49 yr",7.8,1,3
"2474","California","EIP","2014-15",2015,7,"18-49 yr",8.3,0.5,3
"2475","California","EIP","2014-15",2015,8,"18-49 yr",8.5,0.2,3
"2476","California","EIP","2014-15",2015,9,"18-49 yr",8.7,0.2,3
"2477","California","EIP","2014-15",2015,10,"18-49 yr",9,0.3,3
"2478","California","EIP","2014-15",2015,11,"18-49 yr",9,0,3
"2479","California","EIP","2014-15",2015,12,"18-49 yr",9.2,0.2,3
"2480","California","EIP","2014-15",2015,13,"18-49 yr",9.2,0.1,3
"2481","California","EIP","2014-15",2015,14,"18-49 yr",9.5,0.2,3
"2482","California","EIP","2014-15",2015,15,"18-49 yr",9.5,0,3
"2483","California","EIP","2014-15",2015,16,"18-49 yr",9.7,0.2,3
"2484","California","EIP","2014-15",2015,17,"18-49 yr",9.8,0.2,3
"2485","California","EIP","2014-15",2014,40,"50-64 yr",0,0,4
"2486","California","EIP","2014-15",2014,41,"50-64 yr",0.1,0.1,4
"2487","California","EIP","2014-15",2014,42,"50-64 yr",0.3,0.1,4
"2488","California","EIP","2014-15",2014,43,"50-64 yr",0.4,0.1,4
"2489","California","EIP","2014-15",2014,44,"50-64 yr",0.4,0,4
"2490","California","EIP","2014-15",2014,45,"50-64 yr",0.4,0,4
"2491","California","EIP","2014-15",2014,46,"50-64 yr",0.7,0.3,4
"2492","California","EIP","2014-15",2014,47,"50-64 yr",0.7,0,4
"2493","California","EIP","2014-15",2014,48,"50-64 yr",0.7,0,4
"2494","California","EIP","2014-15",2014,49,"50-64 yr",0.7,0,4
"2495","California","EIP","2014-15",2014,50,"50-64 yr",0.9,0.1,4
"2496","California","EIP","2014-15",2014,51,"50-64 yr",1,0.1,4
"2497","California","EIP","2014-15",2014,52,"50-64 yr",1.4,0.4,4
"2498","California","EIP","2014-15",2014,53,"50-64 yr",3,1.6,4
"2499","California","EIP","2014-15",2015,1,"50-64 yr",6.7,3.7,4
"2500","California","EIP","2014-15",2015,2,"50-64 yr",11.5,4.7,4
"2501","California","EIP","2014-15",2015,3,"50-64 yr",15.2,3.7,4
"2502","California","EIP","2014-15",2015,4,"50-64 yr",19.5,4.3,4
"2503","California","EIP","2014-15",2015,5,"50-64 yr",21.8,2.3,4
"2504","California","EIP","2014-15",2015,6,"50-64 yr",23.7,1.9,4
"2505","California","EIP","2014-15",2015,7,"50-64 yr",24.8,1.1,4
"2506","California","EIP","2014-15",2015,8,"50-64 yr",26,1.1,4
"2507","California","EIP","2014-15",2015,9,"50-64 yr",26.3,0.3,4
"2508","California","EIP","2014-15",2015,10,"50-64 yr",27.3,1,4
"2509","California","EIP","2014-15",2015,11,"50-64 yr",27.6,0.3,4
"2510","California","EIP","2014-15",2015,12,"50-64 yr",27.8,0.3,4
"2511","California","EIP","2014-15",2015,13,"50-64 yr",28.9,1,4
"2512","California","EIP","2014-15",2015,14,"50-64 yr",29.1,0.3,4
"2513","California","EIP","2014-15",2015,15,"50-64 yr",29.4,0.3,4
"2514","California","EIP","2014-15",2015,16,"50-64 yr",29.6,0.1,4
"2515","California","EIP","2014-15",2015,17,"50-64 yr",29.6,0,4
"2516","California","EIP","2014-15",2014,40,"Overall",0,0,8
"2517","California","EIP","2014-15",2014,41,"Overall",0.1,0,8
"2518","California","EIP","2014-15",2014,42,"Overall",0.1,0.1,8
"2519","California","EIP","2014-15",2014,43,"Overall",0.3,0.1,8
"2520","California","EIP","2014-15",2014,44,"Overall",0.3,0,8
"2521","California","EIP","2014-15",2014,45,"Overall",0.3,0.1,8
"2522","California","EIP","2014-15",2014,46,"Overall",0.4,0.1,8
"2523","California","EIP","2014-15",2014,47,"Overall",0.5,0.1,8
"2524","California","EIP","2014-15",2014,48,"Overall",0.6,0.1,8
"2525","California","EIP","2014-15",2014,49,"Overall",0.8,0.2,8
"2526","California","EIP","2014-15",2014,50,"Overall",1.1,0.3,8
"2527","California","EIP","2014-15",2014,51,"Overall",1.5,0.4,8
"2528","California","EIP","2014-15",2014,52,"Overall",2.3,0.8,8
"2529","California","EIP","2014-15",2014,53,"Overall",4.3,1.9,8
"2530","California","EIP","2014-15",2015,1,"Overall",9.3,5.1,8
"2531","California","EIP","2014-15",2015,2,"Overall",15,5.7,8
"2532","California","EIP","2014-15",2015,3,"Overall",20.5,5.5,8
"2533","California","EIP","2014-15",2015,4,"Overall",26.8,6.3,8
"2534","California","EIP","2014-15",2015,5,"Overall",32.5,5.7,8
"2535","California","EIP","2014-15",2015,6,"Overall",36.5,3.9,8
"2536","California","EIP","2014-15",2015,7,"Overall",38.5,2.1,8
"2537","California","EIP","2014-15",2015,8,"Overall",39.9,1.4,8
"2538","California","EIP","2014-15",2015,9,"Overall",41,1,8
"2539","California","EIP","2014-15",2015,10,"Overall",41.8,0.9,8
"2540","California","EIP","2014-15",2015,11,"Overall",42.3,0.4,8
"2541","California","EIP","2014-15",2015,12,"Overall",42.8,0.5,8
"2542","California","EIP","2014-15",2015,13,"Overall",43.2,0.4,8
"2543","California","EIP","2014-15",2015,14,"Overall",43.6,0.3,8
"2544","California","EIP","2014-15",2015,15,"Overall",43.7,0.2,8
"2545","California","EIP","2014-15",2015,16,"Overall",43.9,0.2,8
"2546","California","EIP","2014-15",2015,17,"Overall",44.2,0.2,8
"2547","California","EIP","2014-15",2014,40,"65-74 yr",0,0,5
"2548","California","EIP","2014-15",2014,41,"65-74 yr",0,0,5
"2549","California","EIP","2014-15",2014,42,"65-74 yr",0.4,0.4,5
"2550","California","EIP","2014-15",2014,43,"65-74 yr",0.4,0,5
"2551","California","EIP","2014-15",2014,44,"65-74 yr",0.4,0,5
"2552","California","EIP","2014-15",2014,45,"65-74 yr",0.4,0,5
"2553","California","EIP","2014-15",2014,46,"65-74 yr",0.4,0,5
"2554","California","EIP","2014-15",2014,47,"65-74 yr",0.7,0.4,5
"2555","California","EIP","2014-15",2014,48,"65-74 yr",0.7,0,5
"2556","California","EIP","2014-15",2014,49,"65-74 yr",1.1,0.4,5
"2557","California","EIP","2014-15",2014,50,"65-74 yr",1.1,0,5
"2558","California","EIP","2014-15",2014,51,"65-74 yr",1.8,0.7,5
"2559","California","EIP","2014-15",2014,52,"65-74 yr",3.7,1.8,5
"2560","California","EIP","2014-15",2014,53,"65-74 yr",8.1,4.4,5
"2561","California","EIP","2014-15",2015,1,"65-74 yr",17.2,9.2,5
"2562","California","EIP","2014-15",2015,2,"65-74 yr",25.6,8.4,5
"2563","California","EIP","2014-15",2015,3,"65-74 yr",37.7,12.1,5
"2564","California","EIP","2014-15",2015,4,"65-74 yr",50.9,13.2,5
"2565","California","EIP","2014-15",2015,5,"65-74 yr",63.8,12.8,5
"2566","California","EIP","2014-15",2015,6,"65-74 yr",72.9,9.2,5
"2567","California","EIP","2014-15",2015,7,"65-74 yr",76.6,3.7,5
"2568","California","EIP","2014-15",2015,8,"65-74 yr",81.7,5.1,5
"2569","California","EIP","2014-15",2015,9,"65-74 yr",83.9,2.2,5
"2570","California","EIP","2014-15",2015,10,"65-74 yr",86.5,2.6,5
"2571","California","EIP","2014-15",2015,11,"65-74 yr",88.3,1.8,5
"2572","California","EIP","2014-15",2015,12,"65-74 yr",90.1,1.8,5
"2573","California","EIP","2014-15",2015,13,"65-74 yr",90.1,0,5
"2574","California","EIP","2014-15",2015,14,"65-74 yr",91.6,1.5,5
"2575","California","EIP","2014-15",2015,15,"65-74 yr",92,0.4,5
"2576","California","EIP","2014-15",2015,16,"65-74 yr",92.3,0.4,5
"2577","California","EIP","2014-15",2015,17,"65-74 yr",93.1,0.7,5
"2578","California","EIP","2014-15",2014,40,"75-84 yr",0,0,6
"2579","California","EIP","2014-15",2014,41,"75-84 yr",0,0,6
"2580","California","EIP","2014-15",2014,42,"75-84 yr",0,0,6
"2581","California","EIP","2014-15",2014,43,"75-84 yr",0,0,6
"2582","California","EIP","2014-15",2014,44,"75-84 yr",0.7,0.7,6
"2583","California","EIP","2014-15",2014,45,"75-84 yr",1.4,0.7,6
"2584","California","EIP","2014-15",2014,46,"75-84 yr",1.4,0,6
"2585","California","EIP","2014-15",2014,47,"75-84 yr",1.4,0,6
"2586","California","EIP","2014-15",2014,48,"75-84 yr",1.4,0,6
"2587","California","EIP","2014-15",2014,49,"75-84 yr",2.2,0.7,6
"2588","California","EIP","2014-15",2014,50,"75-84 yr",5,2.9,6
"2589","California","EIP","2014-15",2014,51,"75-84 yr",7.2,2.2,6
"2590","California","EIP","2014-15",2014,52,"75-84 yr",9.3,2.2,6
"2591","California","EIP","2014-15",2014,53,"75-84 yr",21.6,12.2,6
"2592","California","EIP","2014-15",2015,1,"75-84 yr",54.6,33.1,6
"2593","California","EIP","2014-15",2015,2,"75-84 yr",101.4,46.7,6
"2594","California","EIP","2014-15",2015,3,"75-84 yr",135.9,34.5,6
"2595","California","EIP","2014-15",2015,4,"75-84 yr",175.4,39.5,6
"2596","California","EIP","2014-15",2015,5,"75-84 yr",213.6,38.1,6
"2597","California","EIP","2014-15",2015,6,"75-84 yr",237.3,23.7,6
"2598","California","EIP","2014-15",2015,7,"75-84 yr",251,13.7,6
"2599","California","EIP","2014-15",2015,8,"75-84 yr",254.5,3.6,6
"2600","California","EIP","2014-15",2015,9,"75-84 yr",263.9,9.3,6
"2601","California","EIP","2014-15",2015,10,"75-84 yr",268.9,5,6
"2602","California","EIP","2014-15",2015,11,"75-84 yr",272.5,3.6,6
"2603","California","EIP","2014-15",2015,12,"75-84 yr",272.5,0,6
"2604","California","EIP","2014-15",2015,13,"75-84 yr",274.7,2.2,6
"2605","California","EIP","2014-15",2015,14,"75-84 yr",275.4,0.7,6
"2606","California","EIP","2014-15",2015,15,"75-84 yr",275.4,0,6
"2607","California","EIP","2014-15",2015,16,"75-84 yr",275.4,0,6
"2608","California","EIP","2014-15",2015,17,"75-84 yr",275.4,0,6
"2609","California","EIP","2014-15",2014,40,"85+",0,0,7
"2610","California","EIP","2014-15",2014,41,"85+",0,0,7
"2611","California","EIP","2014-15",2014,42,"85+",0,0,7
